CustomerID,Amount,Frequency,Recency,labels
13790.0,348.8,45,3,2
13791.0,1516.0,11,127,2
13792.0,195.55,13,65,2
13799.0,688.86,39,116,2
13800.0,558.32,33,309,0
13801.0,324.8,23,66,2
13803.0,277.07,17,254,0
13804.0,2635.79,137,30,1
13805.0,924.6,13,51,2
13806.0,256.38,10,63,2
13808.0,1747.66,76,5,1
13809.0,155.05,12,304,0
13810.0,1499.01,35,28,2
13811.0,814.5,13,183,0
13812.0,539.0,36,41,2
13813.0,1366.8600000000001,69,39,1
13814.0,1579.12,57,91,1
13816.0,571.6700000000001,28,23,2
13817.0,382.98,24,28,2
13819.0,1140.35,36,301,0
13821.0,385.64,59,144,2
13822.0,632.0,96,5,2
13823.0,957.66,40,18,2
13824.0,1698.94,46,32,1
13826.0,189.5,10,175,0
13827.0,412.05,93,57,2
13828.0,209.49,15,21,2
13831.0,2202.99,74,15,1
13832.0,52.199999999999996,3,18,2
13833.0,384.8,29,158,0
13835.0,834.57,55,24,2
13837.0,271.24,19,211,0
13838.0,691.73,174,5,1
13841.0,85.0,1,252,0
13844.0,361.62,20,10,2
13845.0,312.98,9,64,2
13846.0,865.0600000000001,55,24,2
13848.0,1255.0,5,91,2
13849.0,1537.95,101,51,1
13850.0,1595.48,93,128,1
13851.0,2651.46,81,95,1
13853.0,1090.14,23,56,2
13856.0,388.5,14,168,0
13858.0,216.17,11,56,2
13859.0,201.16,28,325,0
13860.0,1245.9,76,0,1
13862.0,2209.36,139,17,1
13863.0,305.78,20,247,0
13865.0,501.56,30,57,2
13866.0,145.67000000000002,7,73,2
13867.0,1015.29,61,30,2
13868.0,3192.54,33,6,1
13870.0,2770.94,115,1,1
13873.0,389.6,23,119,2
13874.0,540.45,18,357,0
13875.0,1786.79,104,53,1
13876.0,122.7,7,63,2
13877.0,117.24,3,85,2
13878.0,1281.53,36,54,2
13880.0,3219.77,165,20,1
13882.0,1191.13,65,2,2
13883.0,2674.48,142,10,1
13884.0,787.6,59,6,2
13885.0,506.8,28,188,0
13886.0,243.56,16,70,2
13887.0,349.55,19,203,0
13888.0,605.63,40,119,2
13889.0,416.90000000000003,15,92,2
13890.0,1883.8100000000002,110,0,1
13892.0,632.97,27,26,2
13893.0,821.1,21,297,0
13894.0,564.62,27,23,2
13895.0,2593.07,118,27,1
13897.0,311.16,17,49,2
13898.0,155.93,12,325,0
13899.0,388.52,19,15,2
13900.0,740.95,43,182,0
13901.0,2867.2,149,71,1
13904.0,332.64,26,36,2
13908.0,2369.55,122,79,1
13911.0,2580.91,148,56,1
13914.0,626.45,33,11,2
13917.0,272.04,18,49,2
13918.0,1212.8400000000001,30,49,2
13919.0,384.81,28,58,2
13922.0,172.25,7,351,0
13923.0,351.13,20,53,2
13924.0,1838.8500000000001,117,1,1
13925.0,678.25,41,92,2
13926.0,223.85000000000002,11,22,2
13927.0,348.99,21,74,2
13928.0,464.57,27,10,2
13929.0,842.65,9,168,0
13930.0,337.34,17,57,2
13931.0,1237.53,58,95,2
13932.0,307.4,16,294,0
13933.0,608.7900000000001,23,108,2
13934.0,922.1,31,263,0
13936.0,376.58,26,179,0
13937.0,158.85,9,168,0
13938.0,71.66,7,34,2
13939.0,568.55,45,22,2
13940.0,839.14,49,16,2
13946.0,561.5699999999999,11,78,2
13947.0,90.6,5,64,2
13948.0,102.0,3,360,0
13949.0,2427.32,160,2,1
13950.0,745.06,35,10,2
13951.0,674.45,39,175,0
13952.0,3251.071,137,217,1
13953.0,3515.68,20,6,1
13954.0,439.92,25,1,2
13955.0,322.96,33,153,0
13956.0,1026.42,152,4,1
13959.0,598.2,92,78,2
13960.0,230.22,12,20,2
13962.0,169.55,11,21,2
13963.0,664.54,35,307,0
13967.0,80.7,2,145,0
13971.0,2758.26,149,18,1
13972.0,190.25,15,70,2
13973.0,264.7,11,286,0
13974.0,413.59000000000003,28,48,2
13976.0,357.98,10,206,0
13978.0,196.79000000000002,15,14,2
13979.0,869.87,54,72,2
13980.0,200.14,11,59,2
13982.0,1871.81,111,38,1
13983.0,2603.43,107,29,1
13984.0,920.51,16,26,2
13986.0,320.46,13,16,2
13989.0,1266.08,41,65,2
13990.0,311.3,16,212,0
13991.0,855.97,84,11,2
13992.0,76.8,5,29,2
13993.0,3466.36,121,42,1
13994.0,2313.14,155,3,1
13995.0,1393.69,86,14,1
14000.0,635.66,15,210,0
14001.0,2043.0800000000002,39,45,1
14002.0,529.73,47,133,2
14005.0,2874.72,84,9,1
14006.0,962.19,30,115,2
14009.0,695.61,42,197,0
14012.0,328.8,11,277,0
14013.0,473.02,34,109,2
14014.0,505.18,39,76,2
14015.0,917.34,20,52,2
14019.0,1421.61,66,46,1
14020.0,642.8,39,16,2
14021.0,631.9,22,154,0
14022.0,440.0,28,224,0
14023.0,584.07,31,6,2
14024.0,327.7,16,121,2
14027.0,104.82,6,60,2
14029.0,467.66,15,62,2
14032.0,2975.59,143,1,1
14034.0,651.8199999999999,89,21,2
14035.0,1428.02,66,28,1
14036.0,626.65,38,284,0
14037.0,147.20000000000002,28,175,0
14038.0,1560.38,92,77,1
14039.0,152.2,6,32,2
14041.0,141.41,21,265,0
14045.0,1659.75,6,108,2
14046.0,154.99,14,283,0
14047.0,1308.6100000000001,32,8,2
14048.0,409.93,85,304,0
14050.0,746.36,54,31,2
14052.0,225.36,56,19,2
14053.0,260.25,4,123,2
14054.0,92.46,6,64,2
14055.0,725.6400000000001,10,105,2
14059.0,183.6,8,266,0
14064.0,1353.74,80,28,1
14066.0,152.55,7,266,0
14067.0,374.7,52,63,2
14068.0,265.85,24,319,0
14073.0,151.04,13,31,2
14075.0,942.26,43,4,2
14076.0,122.47,46,128,2
14077.0,499.41999999999996,42,40,2
14078.0,1049.37,65,101,2
14079.0,375.1,12,124,2
14080.0,45.599999999999994,4,32,2
14081.0,934.52,153,301,1
14087.0,194.42,69,2,2
14089.0,161.0,14,56,2
14090.0,76.32000000000001,1,324,0
14093.0,442.85,105,11,2
14098.0,147.35,21,36,2
14100.0,194.9,26,137,2
14102.0,1360.28,79,4,1
14104.0,216.20999999999998,21,154,0
14105.0,1266.23,74,238,0
14107.0,2703.23,123,51,1
14108.0,597.91,34,30,2
14109.0,144.2,9,72,2
14111.0,692.85,10,13,2
14112.0,2915.15,160,22,1
14113.0,1840.42,34,3,2
14114.0,386.53,15,273,0
14116.0,1382.74,72,19,1
14117.0,90.0,3,143,0
14121.0,2780.15,159,3,1
14124.0,419.58000000000004,5,83,2
14125.0,2740.43,167,10,1
14126.0,706.1300000000001,15,7,2
14127.0,709.71,44,122,2
14128.0,637.5,46,60,2
14129.0,1123.8600000000001,52,1,2
14130.0,483.86,67,318,0
14133.0,605.64,28,129,2
14138.0,982.3800000000001,47,1,2
14139.0,415.82,26,45,2
14140.0,935.05,66,3,2
14141.0,915.13,40,2,2
14143.0,115.8,7,133,0
14147.0,483.4,5,77,2
14148.0,157.2,3,233,0
14149.0,446.62,28,220,0
14150.0,658.64,26,35,2
14152.0,621.29,49,74,2
14154.0,1345.62,52,238,0
14155.0,118.75,6,265,0
14157.0,432.88,48,19,2
14158.0,507.66,41,39,2
14161.0,1110.52,108,215,1
14162.0,289.36,25,173,0
14163.0,2445.91,52,86,1
14164.0,1631.77,29,70,2
14165.0,122.53999999999999,25,275,0
14167.0,574.84,52,38,2
14171.0,363.79,58,97,2
14173.0,450.84,29,10,2
14174.0,134.46,26,32,2
14175.0,3222.3,149,59,1
14176.0,576.9000000000001,31,296,0
14177.0,559.41,42,85,2
14179.0,719.78,165,40,1
14184.0,452.89,24,66,2
14185.0,197.65,3,330,0
14188.0,2054.36,65,30,1
14193.0,853.39,42,67,2
14195.0,1012.0,7,201,0
14196.0,335.52,6,106,2
14198.0,701.4,39,17,2
14199.0,185.39999999999998,2,217,0
14201.0,747.44,37,59,2
14204.0,161.03,44,1,2
14205.0,466.7,24,16,2
14206.0,328.15999999999997,20,238,0
14208.0,151.74,10,94,2
14209.0,2073.43,87,10,1
14210.0,1905.8400000000001,102,105,1
14211.0,2241.1,112,52,1
14212.0,1070.48,9,89,2
14214.0,1004.38,67,30,2
14215.0,1789.72,108,11,1
14216.0,1839.3,59,2,1
14217.0,2004.98,100,1,1
14218.0,169.48000000000002,12,42,2
14219.0,89.94,7,3,2
14220.0,632.4,21,246,0
14222.0,683.17,41,176,0
14223.0,991.13,60,91,2
14224.0,1050.12,118,109,1
14226.0,2232.19,67,28,1
14227.0,3350.96,175,25,1
14229.0,1547.2,40,51,2
14231.0,925.71,50,183,0
14232.0,2048.07,115,42,1
14233.0,1462.72,35,48,2
14234.0,775.46,159,21,1
14235.0,3144.86,79,74,1
14236.0,490.86,15,80,2
14238.0,146.85,8,325,0
14239.0,2380.85,112,42,1
14240.0,890.34,42,29,2
14241.0,213.70000000000002,10,183,0
14242.0,280.55,16,234,0
14243.0,2588.77,141,8,1
14245.0,1693.45,108,219,1
14246.0,1474.06,75,110,1
14247.0,136.76999999999998,20,277,0
14248.0,302.58,8,317,0
14250.0,1904.05,111,6,1
14251.0,2879.7000000000003,78,1,1
14256.0,969.0600000000001,53,259,0
14257.0,3099.7200000000003,106,63,1
14259.0,120.0,5,141,0
14261.0,1163.45,52,50,2
14262.0,2618.23,143,7,1
14264.0,333.97,17,154,0
14265.0,530.18,31,108,2
14267.0,1516.24,55,162,2
14270.0,492.65000000000003,29,331,0
14271.0,112.32,10,225,0
14272.0,437.96,33,73,2
14273.0,559.97,29,50,2
14276.0,1119.74,64,98,2
14280.0,134.04,8,196,0
14284.0,595.25,32,30,2
14285.0,1910.01,27,20,2
14287.0,176.63,9,7,2
14288.0,426.6,16,212,0
14289.0,911.26,47,8,2
14290.0,2314.65,101,10,1
14293.0,1046.56,61,2,2
14295.0,166.20000000000002,5,39,2
14297.0,1305.33,62,17,2
14300.0,43.2,3,18,2
14301.0,640.14,13,116,2
14304.0,383.45,17,222,0
14305.0,1858.96,105,70,1
14306.0,2093.32,33,50,1
14309.0,2352.53,117,7,1
14311.0,310.26,20,242,0
14312.0,1611.59,87,46,1
14314.0,120.0,8,106,2
14315.0,2481.13,101,44,1
14317.0,508.58000000000004,24,64,2
14320.0,477.79,31,206,0
14321.0,1530.75,123,10,1
14323.0,605.0600000000001,36,114,2
14326.0,183.85,8,241,0
14327.0,311.65,12,162,0
14331.0,462.65999999999997,28,123,2
14332.0,866.31,26,22,2
14333.0,415.2,15,67,2
14334.0,2552.21,162,16,1
14335.0,468.26,63,15,2
14336.0,1614.91,90,16,1
14338.0,588.22,31,160,0
14339.0,309.52,14,242,0
14340.0,134.7,6,218,0
14341.0,2182.28,129,44,1
14342.0,668.5600000000001,21,20,2
14344.0,889.9300000000001,71,126,2
14345.0,108.97999999999999,6,38,2
14346.0,1021.58,60,120,2
14348.0,409.57,18,259,0
14349.0,133.5,31,9,2
14350.0,282.93,18,273,0
14351.0,51.0,1,164,0
14352.0,1078.96,47,156,2
14353.0,90.6,6,214,0
14354.0,163.62,9,5,2
14356.0,701.23,33,79,2
14357.0,225.77,41,42,2
14359.0,912.18,55,18,2
14360.0,2128.23,118,31,1
14362.0,161.2,41,21,2
14368.0,155.0,8,319,0
14371.0,100.5,4,294,0
14373.0,76.55,4,357,0
14375.0,257.68,75,184,0
14377.0,617.05,11,190,0
14379.0,348.1,46,43,2
14381.0,202.68,56,51,2
14382.0,626.0699999999999,131,25,1
14383.0,1247.69,59,37,2
14385.0,202.11,14,8,2
14386.0,142.4,7,296,0
14387.0,1770.56,140,32,1
14389.0,1043.46,45,64,2
14393.0,67.95,5,217,0
14396.0,487.99,73,64,2
14397.0,2612.96,87,2,1
14400.0,574.7,25,148,0
14403.0,1475.81,20,129,2
14404.0,1474.32,103,33,1
14406.0,156.75,8,118,2
14407.0,2157.73,73,106,1
14408.0,2606.53,107,10,1
14409.0,2059.4500000000003,54,70,1
14411.0,1063.0,14,310,0
14412.0,770.03,43,42,2
14414.0,1496.98,97,91,1
14416.0,490.22,14,21,2
14418.0,1937.25,124,3,1
14420.0,387.52,29,98,2
14421.0,813.11,27,56,2
14423.0,265.2,3,217,0
14424.0,322.08,1,17,2
14427.0,363.34000000000003,17,49,2
14428.0,1244.83,144,6,1
14431.0,470.36,17,302,0
14434.0,1372.8,12,21,2
14436.0,89.06,9,98,2
14438.0,131.9,9,305,0
14439.0,2661.24,32,319,0
14440.0,2357.6800000000003,55,7,1
14441.0,1712.89,51,0,1
14442.0,1589.82,63,204,0
14443.0,1420.2,93,53,1
14447.0,1163.23,70,18,2
14448.0,375.35,20,8,2
14450.0,483.25,40,180,0
14451.0,662.59,109,59,1
14452.0,264.44,62,10,2
14453.0,119.93,22,189,0
14457.0,113.64,4,310,0
14459.0,1837.92,37,154,2
14460.0,434.34,16,109,2
14463.0,529.62,6,97,2
14465.0,1058.6200000000001,130,246,1
14466.0,2272.4,72,28,1
14467.0,598.76,90,17,2
14470.0,461.19,43,11,2
14473.0,234.34000000000003,7,73,2
14474.0,547.66,29,45,2
14475.0,925.85,42,71,2
14476.0,215.7,19,256,0
14477.0,1309.6,10,19,2
14479.0,316.25,18,253,0
14480.0,279.05,13,10,2
14481.0,636.51,30,164,0
14482.0,2068.15,144,17,1
14483.0,137.1,9,281,0
14484.0,321.92,14,49,2
14485.0,165.75,47,38,2
14487.0,1196.33,144,26,1
14488.0,1064.28,46,67,2
14489.0,463.38,30,206,0
14491.0,340.93,17,174,0
14493.0,2383.2400000000002,120,6,1
14494.0,139.56,7,25,2
14495.0,123.8,6,50,2
14496.0,538.8100000000001,19,311,0
14497.0,475.37,29,308,0
14500.0,356.85,7,87,2
14501.0,251.21,10,183,0
14503.0,3543.26,164,2,1
14504.0,673.26,107,46,1
14507.0,1383.18,96,23,1
14508.0,276.42,57,21,2
14511.0,1314.81,68,10,1
14512.0,275.28,23,187,0
14513.0,455.59000000000003,12,100,2
14514.0,1055.35,73,60,2
14515.0,2102.09,101,17,1
14517.0,330.45,18,32,2
14518.0,174.37,16,63,2
14520.0,270.6,4,1,2
14522.0,974.54,17,23,2
14523.0,241.09,12,107,2
14528.0,364.21999999999997,18,36,2
14532.0,932.85,64,235,0
14533.0,1949.72,62,24,1
14536.0,171.8,19,259,0
14537.0,355.56,10,57,2
14538.0,388.25,19,64,2
14539.0,537.48,32,15,2
14540.0,996.26,76,9,2
14541.0,1461.65,111,58,1
14542.0,103.25,5,185,0
14543.0,3630.33,72,28,1
14544.0,2024.45,114,23,1
14548.0,652.8,4,150,0
14549.0,289.24,56,310,0
14550.0,765.62,48,10,2
14551.0,186.23,10,17,2
14552.0,165.07,58,151,0
14553.0,859.27,113,18,1
14555.0,324.14,21,56,2
14557.0,788.38,16,84,2
14560.0,2237.77,74,6,1
14561.0,1080.76,69,75,2
14565.0,3099.12,127,95,1
14566.0,1432.0,4,110,2
14567.0,1530.3600000000001,33,56,2
14569.0,227.39,12,0,2
14570.0,218.06,29,280,0
14577.0,859.71,123,12,1
14578.0,168.63,24,2,2
14581.0,138.6,17,16,2
14582.0,114.11,6,40,2
14584.0,1042.26,100,168,1
14585.0,157.05,29,49,2
14586.0,237.36,19,276,0
14592.0,570.46,164,34,1
14593.0,617.99,152,21,1
14594.0,379.83,53,6,2
14595.0,1740.6,102,19,1
14597.0,883.15,55,10,2
14598.0,221.97,50,43,2
14600.0,393.33000000000004,25,305,0
14601.0,213.96,7,10,2
14603.0,660.0,2,274,0
14608.0,1785.15,20,3,2
14609.0,601.56,4,71,2
14616.0,406.08000000000004,3,242,0
14618.0,553.44,16,8,2
14619.0,394.44,20,245,0
14620.0,412.78000000000003,26,205,0
14621.0,1788.3600000000001,92,0,1
14622.0,320.58000000000004,21,184,0
14623.0,889.25,134,31,1
14624.0,225.85,13,56,2
14625.0,899.63,53,195,0
14626.0,2791.27,122,23,1
14628.0,671.96,24,90,2
14629.0,959.01,152,3,1
14631.0,1006.98,41,50,2
14632.0,114.56,8,262,0
14633.0,344.90000000000003,20,265,0
14636.0,609.85,28,35,2
14638.0,443.6,16,50,2
14639.0,2984.49,172,51,1
14640.0,2125.08,106,23,1
14641.0,110.46,7,21,2
14642.0,96.12,2,58,2
14643.0,693.8100000000001,31,169,0
14644.0,830.76,26,67,2
14645.0,597.09,30,156,0
14647.0,243.22,30,200,0
14651.0,654.6,102,66,1
14652.0,114.18,29,76,2
14655.0,1932.23,49,7,1
14656.0,291.05,80,168,0
14657.0,848.22,126,17,1
14658.0,247.15,29,4,2
14660.0,285.74,30,86,2
14661.0,107.95,4,26,2
14662.0,771.17,168,28,1
14664.0,637.89,99,19,2
14665.0,1835.7,90,60,1
14666.0,195.25,14,23,2
14669.0,1269.99,170,241,1
14670.0,411.53,132,279,0
14672.0,765.55,61,234,0
14673.0,1736.4,74,2,1
14675.0,604.75,102,15,2
14676.0,2548.2400000000002,42,30,1
14681.0,498.95,7,70,2
14682.0,52.0,2,187,0
14687.0,628.38,15,106,2
14689.0,112.8,13,208,0
14690.0,371.7,50,43,2
14691.0,2114.33,71,30,1
14692.0,591.55,68,136,2
14693.0,172.9,8,264,0
14696.0,2078.95,130,3,1
14697.0,188.60999999999999,22,217,0
14699.0,109.13000000000001,8,213,0
14700.0,2235.3,115,31,1
14703.0,318.17,22,14,2
14705.0,179.0,1,198,0
14708.0,1126.37,28,2,2
14710.0,606.13,139,13,1
14712.0,917.07,25,28,2
14714.0,160.19,10,23,2
14715.0,867.38,71,24,2
14716.0,329.68,55,42,2
14720.0,663.81,37,5,2
14722.0,187.92000000000002,29,146,0
14725.0,718.08,52,24,2
14727.0,268.58,10,273,0
14731.0,380.02,45,46,2
14732.0,2702.4900000000002,147,7,1
14737.0,1164.55,17,3,2
14738.0,1314.45,54,42,2
14740.0,1448.21,89,196,1
14741.0,1400.34,59,11,2
14744.0,1099.98,26,15,2
14745.0,1220.26,69,112,2
14747.0,328.2,18,248,0
14748.0,1415.75,89,28,1
14752.0,389.64,5,43,2
14753.0,563.15,30,86,2
14754.0,638.05,41,44,2
14756.0,738.96,38,14,2
14757.0,420.5,19,74,2
14758.0,1484.06,71,144,1
14759.0,1625.97,102,4,1
14760.0,89.2,5,296,0
14761.0,255.9,11,58,2
14762.0,300.52,21,263,0
14764.0,278.3,6,46,2
14765.0,254.11,39,28,2
14766.0,2473.37,135,7,1
14768.0,192.60000000000002,5,16,2
14770.0,876.42,52,231,0
14772.0,139.26,9,111,2
14775.0,1011.9,60,57,2
14776.0,2538.3,117,50,1
14778.0,730.86,35,126,2
14779.0,386.15,41,280,0
14780.0,447.68,27,54,2
14782.0,200.10000000000002,6,319,0
14784.0,289.99,15,25,2
14785.0,77.4,3,9,2
14788.0,679.4399999999999,30,6,2
14789.0,197.64,6,28,2
14790.0,745.06,46,16,2
14792.0,6.2,2,63,2
14793.0,228.99,14,20,2
14794.0,1319.91,80,2,1
14795.0,131.45000000000002,6,165,0
14798.0,173.74,12,52,2
14799.0,157.7,13,50,2
14801.0,193.14,59,60,2
14803.0,845.55,44,161,0
14804.0,353.27,12,8,2
14805.0,554.65,47,14,2
14806.0,193.39000000000001,11,74,2
14815.0,778.5,53,36,2
14816.0,271.85,4,196,0
14817.0,1110.34,63,199,0
14818.0,657.8,48,73,2
14819.0,272.07,13,63,2
14820.0,507.29,29,20,2
14823.0,321.43,70,179,0
14824.0,1127.71,29,9,2
14825.0,2226.91,121,3,1
14828.0,2139.76,17,196,0
14829.0,697.55,42,28,2
14830.0,197.13,40,52,2
14834.0,1720.3,67,17,1
14836.0,102.44999999999999,6,9,2
14837.0,1649.5,108,89,1
14840.0,62.85,4,267,0
14841.0,3295.76,138,52,1
14842.0,2824.69,145,43,1
14844.0,3189.81,130,63,1
14847.0,309.4,13,148,0
14850.0,325.75,21,311,0
14851.0,511.35,28,22,2
14852.0,2836.69,143,57,1
14853.0,475.8,9,23,2
14854.0,2759.83,127,77,1
14855.0,645.65,20,118,2
14856.0,1311.3799999999999,66,35,2
14857.0,1173.12,60,59,2
14859.0,1353.74,58,12,2
14860.0,170.32,11,18,2
14861.0,125.79,6,51,2
14862.0,841.1999999999999,48,25,2
14863.0,266.76,11,28,2
14865.0,52.2,4,6,2
14867.0,710.28,36,185,0
14868.0,2953.59,144,2,1
14869.0,725.7,71,8,2
14870.0,327.25,13,261,0
14871.0,522.38,98,2,2
14873.0,519.68,28,209,0
14875.0,1465.3200000000002,47,107,2
14878.0,1485.54,124,12,1
14880.0,706.19,47,76,2
14881.0,255.4,17,19,2
14882.0,589.7,11,26,2
14883.0,761.59,53,18,2
14885.0,765.3199999999999,15,131,2
14886.0,364.8,18,252,0
14887.0,1862.0,6,78,2
14888.0,369.2,20,206,0
14889.0,135.9,10,335,0
14890.0,125.65,7,253,0
14891.0,554.38,33,147,2
14893.0,1237.8500000000001,73,9,1
14894.0,655.75,23,84,2
14896.0,468.77000000000004,43,204,0
14897.0,1366.38,55,7,2
14898.0,1303.52,116,22,1
14901.0,1421.29,96,10,1
14902.0,332.66,20,25,2
14904.0,1025.44,69,1,2
14905.0,616.15,17,157,0
14907.0,3501.1,165,2,1
14908.0,277.8,9,73,2
14910.0,434.35,30,2,2
14912.0,867.85,27,16,2
14913.0,1227.43,87,35,1
14915.0,307.48,12,90,2
14916.0,1268.98,77,70,1
14918.0,1610.15,45,115,2
14920.0,977.77,57,212,0
14921.0,1316.07,78,29,1
14923.0,749.1,44,50,2
14924.0,310.05,10,245,0
14929.0,223.88,11,31,2
14930.0,2372.86,128,108,1
14931.0,1257.68,41,4,2
14934.0,1890.94,87,81,1
14935.0,1784.71,10,296,0
14937.0,1621.88,34,56,2
14946.0,100.9,3,13,2
14947.0,290.82,14,71,2
14948.0,1101.97,63,22,2
14950.0,371.2,19,18,2
14951.0,311.69,20,78,2
14953.0,289.82,55,24,2
14954.0,336.17,85,11,2
14957.0,58.49,12,252,0
14958.0,499.68,42,146,2
14959.0,695.42,59,63,2
14960.0,221.27,27,7,2
14962.0,126.7,5,270,0
14964.0,206.21,13,246,0
14965.0,599.0,83,95,2
14966.0,191.32,38,14,2
14967.0,463.8,6,49,2
14968.0,147.59,37,29,2
14970.0,1592.06,34,67,2
14971.0,1116.57,160,34,1
14972.0,114.77,18,127,2
14973.0,1314.45,32,106,2
14974.0,114.39,21,36,2
14975.0,279.94,11,56,2
14976.0,790.86,72,56,2
14981.0,102.12,8,245,0
14984.0,213.27,41,18,2
14985.0,296.75,87,197,0
14987.0,326.4,4,15,2
14988.0,334.54,40,211,0
14995.0,233.23000000000002,61,38,2
14997.0,546.1999999999999,26,45,2
14998.0,429.87,75,169,0
15000.0,490.52,77,47,2
15002.0,1641.76,115,115,1
15004.0,1246.32,158,146,1
15006.0,502.09,144,50,1
15007.0,156.91,12,158,0
15010.0,308.94,20,35,2
15012.0,423.04,128,53,1
15014.0,260.17,35,42,2
15016.0,170.04,20,172,0
15017.0,125.58,20,33,2
15018.0,496.21000000000004,31,38,2
15019.0,266.0,70,266,0
15022.0,905.04,135,11,1
15024.0,1661.33,155,9,1
15025.0,377.01,72,32,2
15026.0,469.0,61,79,2
15027.0,1066.1499999999999,35,30,2
15028.0,627.13,48,7,2
15030.0,518.28,7,71,2
15031.0,668.14,111,3,1
15035.0,252.73000000000002,27,89,2
15036.0,465.55,127,71,1
15038.0,705.49,130,58,1
15041.0,180.35,67,169,0
15042.0,135.93,5,198,0
15043.0,537.0,3,30,2
15045.0,735.66,12,151,0
15047.0,343.62,22,269,0
15048.0,384.05,97,64,2
15049.0,121.17000000000002,3,273,0
15050.0,1782.09,78,24,1
15051.0,1391.61,143,22,1
15052.0,215.78,30,318,0
15053.0,697.79,71,4,2
15054.0,302.1,114,11,2
15057.0,1489.5,25,274,0
15060.0,303.09,121,7,1
15062.0,987.86,57,70,2
15063.0,370.79999999999995,5,212,0
15065.0,3158.13,155,37,1
15066.0,893.59,42,52,2
15067.0,1744.76,82,77,1
15068.0,553.36,104,45,2
15069.0,1109.53,70,178,0
15071.0,982.07,26,93,2
15073.0,1043.41,54,9,2
15074.0,748.87,42,104,2
15075.0,773.03,27,77,2
15076.0,880.85,49,172,0
15079.0,895.61,47,212,0
15081.0,504.8,33,21,2
15083.0,88.2,5,256,0
15087.0,306.94,15,281,0
15088.0,1160.07,57,20,2
15089.0,2420.84,145,9,1
15090.0,381.32,23,307,0
15091.0,480.71,30,67,2
15092.0,457.81,26,214,0
15095.0,1370.6,47,103,2
15096.0,219.39000000000001,11,42,2
15097.0,248.08,25,3,2
15099.0,410.48,23,83,2
15100.0,876.0,3,333,0
15101.0,317.53,8,8,2
15103.0,703.36,35,30,2
15104.0,1027.44,69,196,0
15105.0,2298.93,101,17,1
15106.0,1422.52,100,17,1
15107.0,319.5,17,310,0
15108.0,1300.25,60,141,2
15109.0,484.95,28,245,0
15110.0,996.1,35,23,2
15111.0,1567.48,84,28,1
15113.0,3609.33,100,9,1
15115.0,340.11,21,17,2
15116.0,1352.75,45,17,2
15117.0,1551.78,79,14,1
15118.0,244.8,1,133,0
15119.0,266.4,14,245,0
15120.0,358.82,21,133,2
15121.0,457.72,28,49,2
15122.0,1633.78,82,113,1
15123.0,2199.31,106,6,1
15124.0,184.19,15,22,2
15127.0,406.53,16,65,2
15128.0,1471.0,102,59,1
15129.0,3447.4,84,49,1
15130.0,330.11,22,169,0
15132.0,977.9300000000001,52,17,2
15133.0,982.42,29,127,2
15134.0,1387.99,73,14,1
15135.0,139.05,9,238,0
15136.0,1286.7,68,2,1
15139.0,178.96,13,239,0
15140.0,2354.25,80,51,1
15142.0,498.74,26,45,2
15143.0,259.45,14,225,0
15145.0,1194.73,67,3,2
15146.0,1327.16,91,164,1
15147.0,623.5,28,239,0
15148.0,301.29,20,10,2
15149.0,520.8000000000001,23,133,2
15153.0,329.25,22,30,2
15154.0,296.42,85,74,2
15156.0,961.49,55,0,2
15157.0,1936.07,125,3,1
15158.0,401.40000000000003,7,44,2
15160.0,158.16,4,356,0
15163.0,304.47,29,17,2
15164.0,843.05,103,68,1
15167.0,163.0,41,320,0
15168.0,106.56,5,25,2
15171.0,1289.5,5,330,0
15172.0,1624.05,110,8,1
15174.0,135.75,11,322,0
15175.0,224.14,23,71,2
15178.0,40.5,3,259,0
15179.0,2206.95,93,17,1
15181.0,689.4799999999999,16,65,2
15182.0,622.85,29,153,0
15184.0,406.76,63,28,2
15185.0,310.62,21,69,2
15186.0,411.41,19,13,2
15192.0,1044.32,51,119,2
15193.0,499.32,19,60,2
15197.0,1079.6100000000001,32,10,2
15198.0,193.64,10,91,2
15199.0,1268.7,13,58,2
15201.0,1236.54,69,86,2
15203.0,1827.8,142,25,1
15204.0,316.58,9,356,0
15205.0,653.24,37,84,2
15206.0,420.29999999999995,9,9,2
15208.0,870.12,42,0,2
15210.0,331.18,20,224,0
15211.0,894.4100000000001,52,59,2
15212.0,101.8,5,240,0
15213.0,328.35,24,318,0
15214.0,1661.44,110,1,1
15215.0,734.94,35,46,2
15216.0,96.6,2,87,2
15219.0,305.75,9,175,0
15220.0,1778.96,117,51,1
15222.0,585.0,5,318,0
15223.0,755.75,20,225,0
15224.0,322.08,14,357,0
15225.0,409.40000000000003,23,233,0
15226.0,154.41,8,310,0
15227.0,1219.4,58,36,2
15228.0,3386.71,125,65,1
15230.0,429.6,23,238,0
15232.0,612.06,31,112,2
15234.0,197.0,14,276,0
15235.0,2247.51,143,217,1
15236.0,321.05,15,298,0
15237.0,1412.32,99,1,1
15238.0,1071.99,50,28,2
15239.0,780.59,49,9,2
15240.0,1706.57,78,44,1
15241.0,1756.44,110,66,1
15243.0,316.68,22,73,2
15244.0,631.57,34,64,2
15245.0,2515.84,89,133,1
15246.0,514.15,33,237,0
15247.0,356.0,6,121,2
15252.0,740.78,44,35,2
15253.0,918.1999999999999,53,15,2
15254.0,300.36,18,126,2
